tconst	averageRating	numVotes
tt0027187	6.0	125
tt0027188	6.4	423
tt0027189	6.6	958
tt0027190	5.6	19
tt0027191	7.9	21
tt0027192	5.3	9
tt0027193	6.7	18
tt0027194	6.3	5492
tt0027195	6.6	11
tt0027196	5.9	218
tt0027197	6.3	12
tt0027198	6.4	16
tt0027199	5.8	51
tt0027200	5.7	555
tt0027201	5.4	115
tt0027202	6.6	86
tt0027203	5.6	82
tt0027204	6.1	395
tt0027205	6.7	663
tt0027206	7.3	48
tt0027207	6.5	129
tt0027208	6.4	11
tt0027209	6.9	14
tt0027212	7.0	785
tt0027214	7.3	2742
tt0027215	5.9	74
tt0027216	5.6	9
tt0027217	6.0	30
tt0027218	7.1	17
tt0027221	6.5	626
tt0027222	5.5	93
tt0027223	7.0	19
tt0027225	6.4	16
tt0027227	6.5	426
tt0027228	6.2	677
tt0027229	5.4	25
tt0027230	5.2	43
tt0027231	6.6	169
tt0027233	6.9	222
tt0027234	6.3	7
tt0027235	6.7	266
tt0027236	6.9	25
tt0027237	6.7	40
tt0027238	7.3	23
tt0027239	5.1	15
tt0027240	7.6	730
tt0027241	5.3	68
tt0027243	6.6	28
tt0027244	6.7	151
tt0027247	6.1	131
tt0027248	5.6	93
tt0027250	6.0	356
tt0027251	6.7	12
tt0027252	5.7	60
tt0027253	6.7	53
tt0027254	6.1	402
tt0027255	5.4	190
tt0027256	6.4	134
tt0027257	6.6	111
tt0027258	6.5	727
tt0027259	6.7	44
tt0027260	7.7	10700
tt0027261	6.8	7
tt0027265	7.1	48
tt0027268	5.3	10
tt0027270	6.3	107
tt0027271	5.9	53
tt0027272	6.0	55
tt0027273	6.7	62
tt0027274	4.1	40
tt0027275	6.6	418
tt0027276	7.0	127
tt0027277	6.8	162
tt0027278	7.3	58
tt0027279	5.8	68
tt0027280	5.9	252
tt0027281	7.3	986
tt0027285	6.1	69
tt0027286	6.2	1850
tt0027289	4.6	76
tt0027293	6.0	416
tt0027294	5.8	53
tt0027296	6.0	63
tt0027297	5.9	55
tt0027300	6.3	1814
tt0027301	7.9	705
tt0027302	6.3	364
tt0027304	6.5	58
tt0027305	6.8	130
tt0027306	5.7	10
tt0027307	7.4	1095
tt0027308	5.4	89
tt0027311	5.8	768
tt0027312	6.8	90
tt0027314	5.5	38
tt0027315	6.3	105
tt0027316	5.1	81
tt0027317	6.9	9
tt0027318	6.1	48
tt0027319	7.2	26
tt0027320	6.6	26
tt0027321	6.3	83
tt0027322	6.3	72
tt0027324	6.9	45
tt0027325	6.1	8
tt0027326	6.2	24
tt0027327	6.8	51
tt0027328	6.3	6
tt0027329	7.0	10
tt0027330	6.0	21
tt0027331	6.1	590
tt0027332	6.5	221
tt0027333	6.0	47
tt0027334	6.0	5
tt0027335	5.3	49
tt0027336	7.5	3240
tt0027338	5.8	44
tt0027339	6.3	269
tt0027340	7.1	62
tt0027342	7.6	1244
tt0027344	7.8	35
tt0027345	6.4	336
tt0027347	5.8	64
tt0027348	5.5	136
tt0027349	5.3	110
tt0027351	6.1	62
tt0027352	5.7	215
tt0027353	6.5	269
tt0027354	5.6	86
tt0027355	5.5	163
tt0027356	6.0	303
tt0027357	6.6	877
tt0027358	5.3	134
tt0027359	6.1	142
tt0027360	6.7	16
tt0027361	5.7	276
tt0027362	5.5	235
tt0027364	6.7	197
tt0027365	5.9	73
tt0027366	5.4	86
tt0027367	6.9	3220
tt0027368	5.1	22
tt0027369	5.0	61
tt0027370	5.8	16
tt0027371	7.3	244
tt0027372	5.9	128
tt0027373	5.7	16
tt0027374	6.4	8
tt0027375	6.8	25
tt0027376	6.6	2039
tt0027377	5.8	211
tt0027378	6.6	29
tt0027380	5.1	51
tt0027381	5.7	191
tt0027382	6.0	75
tt0027383	6.6	31
tt0027384	6.3	59
tt0027385	7.1	315
tt0027386	5.8	76
tt0027387	6.7	1641
tt0027388	5.6	31
tt0027389	6.3	30
tt0027390	7.0	248
tt0027391	6.5	87
tt0027392	5.6	146
tt0027393	5.8	55
tt0027395	5.7	596
tt0027396	5.6	134
tt0027397	7.2	229
tt0027398	5.2	70
tt0027399	5.7	52
tt0027400	5.4	119
tt0027401	7.0	238
tt0027402	5.6	46
tt0027403	6.0	23
tt0027404	7.6	16
tt0027405	5.9	53
tt0027406	5.6	81
tt0027407	7.0	2925
tt0027408	5.9	178
tt0027409	6.7	80
tt0027410	6.7	19
tt0027412	5.8	53
tt0027413	6.5	1887
tt0027414	6.0	110
tt0027415	6.4	184
tt0027416	6.1	40
tt0027417	5.4	24
tt0027420	4.2	145
tt0027421	7.0	1354
tt0027422	6.1	30
tt0027423	6.2	86
tt0027424	6.2	50
tt0027425	4.9	78
tt0027427	6.9	87
tt0027428	6.3	644
tt0027429	6.0	574
tt0027431	5.0	10
tt0027432	6.3	140
tt0027433	6.3	76
tt0027434	5.3	107
tt0027435	6.1	96
tt0027436	6.3	101
tt0027437	5.8	123
tt0027438	7.0	4896
tt0027439	6.9	1667
tt0027440	7.2	2098
tt0027441	7.1	1489
tt0027442	7.0	1579
tt0027443	6.0	342
tt0027444	6.2	149
tt0027445	6.3	555
tt0027446	7.1	626
tt0027447	6.6	16
tt0027448	7.0	241
tt0027450	6.1	34
tt0027451	6.4	99
tt0027452	5.4	103
tt0027453	7.0	408
tt0027455	5.9	363
tt0027456	5.7	177
tt0027457	7.1	37
tt0027458	5.7	23
tt0027459	6.9	2078
tt0027460	6.3	91
tt0027462	6.2	136
tt0027464	6.1	529
tt0027465	7.2	31
tt0027466	6.3	35
tt0027467	7.2	9
tt0027468	6.9	1527
tt0027469	6.2	69
tt0027470	5.0	146
tt0027471	6.3	97
tt0027472	3.8	14
tt0027473	6.1	211
tt0027474	7.2	898
tt0027475	5.7	55
tt0027476	6.0	37
tt0027477	5.5	55
tt0027478	7.3	3340
tt0027479	5.5	295
tt0027480	6.0	53
tt0027481	5.5	260
tt0027482	5.8	181
tt0027483	6.4	16
tt0027484	6.5	307
tt0027486	6.5	9
tt0027488	4.6	235
tt0027489	7.6	1476
tt0027490	6.0	131
tt0027493	7.2	14
tt0027494	7.5	30
tt0027495	6.8	80
tt0027496	5.0	318
tt0027498	6.5	34
tt0027499	5.6	289
tt0027501	5.4	297
tt0027502	6.4	130
tt0027503	6.9	210
tt0027504	5.2	195
tt0027505	5.3	47
tt0027509	6.6	118
tt0027510	7.1	24
tt0027511	5.6	145
tt0027513	5.4	25
tt0027514	5.8	98
tt0027515	7.1	2464
tt0027516	6.8	282
tt0027517	5.0	133
tt0027518	6.7	459
tt0027519	5.1	44
tt0027520	6.9	34
tt0027521	7.0	4364
tt0027522	6.6	42
tt0027527	6.6	892
tt0027528	6.5	42
tt0027529	8.0	2076
tt0027530	7.0	169
tt0027532	7.8	9012
tt0027534	6.3	25
tt0027536	6.6	152
tt0027537	6.4	146
tt0027538	7.2	923
tt0027539	7.3	60
tt0027540	5.6	105
tt0027541	6.5	47
tt0027543	5.8	108
tt0027544	6.0	50
tt0027545	6.3	6706
tt0027546	5.4	51
tt0027548	6.3	13
tt0027551	6.0	112
tt0027552	7.4	1830
tt0027554	6.9	40
tt0027555	5.2	17
tt0027556	6.3	28
tt0027557	7.1	65
tt0027558	6.4	143
tt0027560	5.6	180
tt0027561	6.7	41
tt0027562	6.4	414
tt0027563	6.1	54
tt0027564	6.2	45
tt0027565	6.9	25
tt0027567	7.5	11
tt0027568	5.4	71
tt0027569	6.9	1291
tt0027570	7.3	33
tt0027571	6.4	51
tt0027572	6.0	11
tt0027573	7.6	14
tt0027577	7.7	58
tt0027578	6.7	19
tt0027580	8.5	8
tt0027581	6.7	18
tt0027584	6.0	29
tt0027585	6.7	527
tt0027586	6.2	34
tt0027587	6.1	15
tt0027588	7.2	15
tt0027589	6.8	40
tt0027590	6.1	98
tt0027592	6.7	28
tt0027593	7.0	1806
tt0027594	6.1	178
tt0027596	3.2	29
tt0027600	5.5	21
tt0027601	7.4	612
tt0027602	5.0	12
tt0027605	4.8	20
tt0027606	6.2	108
tt0027607	5.7	132
tt0027609	7.2	25
tt0027610	5.5	113
tt0027611	7.0	46
tt0027612	6.4	16
tt0027613	7.1	29
tt0027614	5.5	27
tt0027615	6.6	12
tt0027616	6.0	284
tt0027617	6.4	69
tt0027618	5.9	11
tt0027621	6.2	10
tt0027622	6.2	164
tt0027623	7.0	2381
tt0027624	6.7	600
tt0027625	3.2	9
tt0027626	6.8	13
tt0027627	6.3	46
tt0027628	6.0	9
tt0027629	5.7	58
tt0027630	7.1	4348
tt0027631	6.5	18
tt0027632	6.7	7
tt0027633	5.6	10
tt0027634	5.9	48
tt0027635	5.8	145
tt0027638	6.0	14
tt0027639	6.5	57
tt0027640	6.6	6
tt0027641	3.8	24
tt0027642	6.2	10
tt0027643	5.2	22
tt0027645	5.2	142
tt0027646	6.5	35
tt0027647	4.9	73
tt0027648	5.8	22
tt0027649	2.7	10
tt0027650	7.0	8
tt0027652	7.9	12370
tt0027653	7.0	276
tt0027654	4.7	181
tt0027656	6.0	483
tt0027657	5.8	1550
tt0027658	6.7	36
tt0027659	7.2	20
tt0027660	6.2	286
tt0027661	6.1	20
tt0027663	5.9	13
tt0027664	6.6	1206
tt0027665	5.9	396
tt0027666	6.0	10
tt0027667	6.8	25
tt0027668	4.3	20
tt0027669	4.6	208
tt0027670	6.2	111
tt0027672	7.5	2673
tt0027673	6.6	21
tt0027674	6.0	54
tt0027675	6.5	30
tt0027676	6.2	68
tt0027677	6.3	345
tt0027678	6.2	220
tt0027679	6.7	302
tt0027680	7.2	39
tt0027681	7.1	20
tt0027682	5.5	18
tt0027683	7.0	218
tt0027684	6.4	655
tt0027686	6.5	1021
tt0027687	6.2	1090
tt0027688	6.3	227
tt0027690	5.6	1219
tt0027691	6.8	145
tt0027692	5.6	79
tt0027693	6.7	292
tt0027697	6.3	1004
tt0027698	6.7	8066
tt0027699	7.0	189
tt0027700	7.0	808
tt0027703	6.9	21
tt0027706	5.0	52
tt0027707	6.7	78
tt0027708	6.6	17
tt0027709	5.5	22
tt0027710	6.9	41
tt0027712	5.2	46
tt0027713	5.6	22
tt0027714	7.3	577
tt0027715	5.1	16
tt0027716	5.3	21
tt0027717	5.9	163
tt0027718	5.2	72
tt0027720	5.3	171
tt0027721	7.3	35
tt0027722	5.9	162
tt0027724	5.8	48
tt0027725	6.5	176
tt0027726	6.1	836
tt0027727	5.5	208
tt0027728	6.0	28
tt0027729	5.0	12
tt0027730	7.7	12
tt0027731	5.6	22
tt0027733	5.9	28
tt0027734	6.0	27
tt0027736	5.4	25
tt0027737	7.1	43
tt0027738	5.8	16
tt0027739	5.4	123
tt0027740	7.4	23
tt0027741	6.0	148
tt0027742	5.6	66
tt0027744	4.8	59
tt0027745	3.8	8
tt0027746	5.7	621
tt0027747	5.5	81
tt0027749	6.0	68
tt0027750	7.1	107
tt0027752	7.8	3550
tt0027753	7.2	9
tt0027754	5.5	218
tt0027756	7.1	227
tt0027757	6.6	111
tt0027758	6.0	69
tt0027759	5.9	46
tt0027760	7.1	253
tt0027761	6.2	96
tt0027764	5.4	43
tt0027765	5.4	48
tt0027766	5.5	301
tt0027767	6.3	107
tt0027768	6.3	124
tt0027769	6.4	186
tt0027770	5.9	137
tt0027771	6.7	36
tt0027773	4.8	19
tt0027774	6.4	42
tt0027775	6.3	17
tt0027776	5.2	20
tt0027777	4.8	22
tt0027779	7.6	1906
tt0027780	6.4	41
tt0027781	6.1	114
tt0027782	7.0	307
tt0027783	6.2	100
tt0027784	6.0	50
tt0027785	6.2	143
tt0027786	6.1	147
tt0027787	5.8	316
tt0027788	7.3	232
tt0027789	6.1	67
tt0027791	6.2	251
tt0027793	5.9	24
tt0027796	6.5	1276
tt0027800	6.6	2522
tt0027801	3.2	50
tt0027802	3.1	27
tt0027805	5.5	620
tt0027807	6.0	132
tt0027808	6.3	121
tt0027809	5.8	9
tt0027810	6.3	260
tt0027812	6.8	9
tt0027813	6.9	102
tt0027814	5.7	113
tt0027815	6.5	11
tt0027816	4.2	23
tt0027817	7.3	8
tt0027818	6.6	259
tt0027819	6.2	16
tt0027820	4.6	15
tt0027821	5.3	27
tt0027824	4.8	330
tt0027825	5.6	14
tt0027827	6.3	44
tt0027828	6.2	46
tt0027829	6.6	108
tt0027830	6.7	180
tt0027831	5.0	12
tt0027832	5.3	18
tt0027833	5.8	16
tt0027834	6.6	179
tt0027835	6.7	29
tt0027836	7.0	8
tt0027838	6.3	179
tt0027839	5.6	16
tt0027840	5.7	180
tt0027842	6.2	52
tt0027843	5.6	25
tt0027844	6.0	94
tt0027845	6.8	485
tt0027847	6.3	222
tt0027848	6.0	105
tt0027849	6.0	466
tt0027850	6.4	17
tt0027851	6.4	685
tt0027853	6.5	170
tt0027854	5.9	19
tt0027855	4.8	59
tt0027856	6.9	37
tt0027858	6.8	15
tt0027859	6.8	96
tt0027860	6.3	453
tt0027861	6.2	26
tt0027862	6.2	126
tt0027863	5.5	46
tt0027865	6.3	56
tt0027866	5.8	94
tt0027868	6.3	87
tt0027869	6.7	1402
tt0027870	6.3	71
tt0027871	3.5	41
tt0027873	5.8	50
tt0027874	5.1	56
tt0027875	5.8	207
tt0027876	5.7	361
tt0027877	5.9	79
tt0027878	6.3	17
tt0027879	6.1	50
tt0027880	5.8	198
tt0027881	7.2	229
tt0027882	5.8	77
tt0027883	5.1	12
tt0027884	7.8	7822
tt0027885	6.7	68
tt0027886	6.0	80
tt0027887	6.7	15
tt0027888	7.4	32
tt0027889	4.7	84
tt0027890	6.0	35
tt0027891	6.5	290
tt0027892	5.9	111
tt0027893	7.3	2104
tt0027894	7.0	30
tt0027895	6.1	110
tt0027896	5.4	36
tt0027898	6.1	119
tt0027899	6.8	383
tt0027900	5.5	199
tt0027901	6.1	24
tt0027902	7.0	1107
tt0027904	6.4	62
tt0027905	5.6	365
tt0027906	6.0	186
tt0027907	7.3	175
tt0027908	6.3	816
tt0027909	6.2	113
tt0027910	7.0	10
tt0027913	6.9	182
tt0027914	6.0	1227
tt0027915	7.0	16
tt0027916	7.4	121
tt0027917	6.0	71
tt0027919	6.4	82
tt0027920	7.4	101
tt0027921	6.0	131
tt0027922	6.8	49
tt0027923	6.0	164
tt0027925	6.7	130
tt0027930	6.0	52
tt0027932	5.5	217
tt0027933	6.2	104
tt0027935	6.2	63
tt0027936	5.7	114
tt0027938	6.6	1066
tt0027939	6.6	102
tt0027940	6.1	140
tt0027941	6.5	27
tt0027946	5.5	39
tt0027948	6.3	2534
tt0027949	6.8	44
tt0027951	7.1	828
tt0027952	6.3	243
tt0027953	6.2	24
tt0027954	6.1	325
tt0027956	5.2	39
tt0027957	6.3	22
tt0027958	7.5	651
tt0027959	6.0	313
tt0027960	7.0	653
tt0027961	6.6	567
tt0027962	6.8	612
tt0027963	7.1	715
tt0027964	6.7	1072
tt0027966	5.7	116
tt0027967	6.0	107
tt0027968	6.7	260
tt0027969	6.5	1663
tt0027970	5.7	28
tt0027971	6.8	66
tt0027973	5.2	30
tt0027974	5.1	50
tt0027975	6.2	77
tt0027976	5.5	121
tt0027977	8.5	235802
tt0027978	6.6	315
tt0027979	6.6	282
tt0027980	5.9	159
tt0027981	5.7	93
tt0027982	4.4	54
tt0027983	6.3	272
tt0027984	6.1	158
tt0027985	6.4	572
tt0027986	6.4	110
tt0027987	6.6	151
tt0027988	7.9	13
tt0027989	5.9	87
tt0027990	7.0	532
tt0027993	7.6	629
tt0027994	7.5	964
tt0027995	7.0	100
tt0027996	7.8	21222
tt0027997	6.1	91
tt0027999	5.1	245
tt0028000	6.0	259
tt0028001	5.6	208
tt0028002	5.7	246
tt0028003	6.2	414
tt0028004	5.6	349
tt0028005	8.0	13
tt0028008	5.9	191
tt0028009	6.5	64
tt0028010	8.0	23398
tt0028011	5.3	46
tt0028012	6.6	157
tt0028013	6.6	19
tt0028014	5.3	18
tt0028015	6.6	23
tt0028016	7.2	19
tt0028020	5.8	24
tt0028021	7.2	2308
tt0028022	6.6	26
tt0028023	4.9	67
tt0028024	7.2	56
tt0028025	5.2	22
tt0028026	5.5	20
tt0028027	7.2	292
tt0028028	5.7	128
tt0028029	6.5	558
tt0028030	6.7	1303
tt0028031	5.7	215
tt0028033	6.6	213
tt0028034	5.6	29
tt0028035	5.0	17
tt0028037	6.8	17
tt0028039	6.1	29
tt0028041	6.6	11
tt0028042	6.1	199
tt0028049	7.2	85
tt0028050	6.0	28
tt0028051	5.9	20
tt0028052	7.0	68
tt0028054	5.9	250
tt0028055	5.6	36
tt0028056	6.8	45
tt0028057	5.5	250
tt0028059	6.0	435
tt0028060	4.6	43
tt0028062	5.9	276
tt0028063	6.1	304
tt0028065	4.4	56
tt0028067	6.1	22
tt0028069	6.5	542
tt0028070	7.3	3127
tt0028071	6.1	26
tt0028072	4.4	47
tt0028074	3.6	639
tt0028075	6.4	423
tt0028076	7.7	591
tt0028079	6.3	48
tt0028081	5.1	21
tt0028082	6.6	52
tt0028083	5.3	92
tt0028084	6.2	84
tt0028085	7.1	39
tt0028087	7.0	30
tt0028088	6.1	26
tt0028089	7.0	45
tt0028091	7.6	174
tt0028092	6.5	717
tt0028094	5.6	16
tt0028096	7.5	13630
tt0028097	6.3	487
tt0028098	5.8	92
tt0028099	6.9	96
tt0028100	5.7	142
tt0028101	6.5	65
tt0028102	6.8	374
tt0028103	6.1	674
tt0028104	7.3	105
tt0028106	5.9	21
tt0028108	6.8	2215
tt0028109	6.5	205
tt0028110	6.6	213
tt0028111	6.3	362
tt0028112	5.7	562
tt0028114	5.2	61
tt0028115	5.0	26
tt0028116	6.0	17
tt0028117	5.7	184
tt0028118	7.0	1456
tt0028119	7.3	3338
tt0028120	6.8	695
tt0028121	8.0	7
tt0028123	6.7	345
tt0028124	7.0	210
tt0028125	6.1	107
tt0028126	6.0	148
tt0028127	6.6	361
tt0028128	5.6	28
tt0028131	6.7	62
tt0028132	5.3	232
tt0028133	5.6	47
tt0028134	6.4	43
tt0028135	5.6	183
tt0028136	6.3	115
tt0028137	6.7	18
tt0028138	6.7	1019
tt0028139	4.4	16
tt0028140	4.6	151
tt0028141	7.2	2199
tt0028142	6.7	427
tt0028143	6.4	199
tt0028144	5.9	160
tt0028145	5.7	33
tt0028146	6.3	218
tt0028147	6.0	9
tt0028148	6.2	136
tt0028149	6.1	88
tt0028150	6.9	16
tt0028151	5.3	135
tt0028152	6.4	44
tt0028153	5.7	92
tt0028154	6.4	11
tt0028155	4.0	21
tt0028156	6.6	698
tt0028157	6.9	57
tt0028158	6.0	331
tt0028161	5.8	15
tt0028162	6.1	117
tt0028163	5.6	226
tt0028164	6.3	18
tt0028165	7.0	708
tt0028166	4.9	11
tt0028167	7.1	1809
tt0028169	5.9	19
tt0028170	4.9	84
tt0028171	6.6	14
tt0028172	7.1	50
tt0028173	6.2	19
tt0028174	3.4	1690
tt0028176	5.7	211
tt0028178	6.2	332
tt0028180	5.4	21
tt0028181	5.0	179
tt0028182	5.7	24
tt0028183	6.2	40
tt0028184	4.9	24
tt0028186	6.4	54
tt0028188	5.7	91
tt0028189	6.8	9
tt0028190	6.3	181
tt0028191	6.9	532
tt0028192	5.5	66
tt0028193	6.1	60
tt0028194	6.2	84
tt0028195	5.4	66
tt0028196	7.4	104
tt0028197	5.9	314
tt0028198	6.1	105
tt0028199	5.8	89
tt0028200	5.2	459
tt0028201	7.6	2207
tt0028203	6.5	2005
tt0028206	6.1	27
tt0028207	6.7	1311
tt0028208	6.3	44
tt0028210	4.5	19
tt0028211	5.8	46
tt0028212	7.0	16585
tt0028213	5.5	23
tt0028214	6.8	93
tt0028215	4.2	23
tt0028216	7.2	5525
tt0028217	6.7	262
tt0028218	5.1	78
tt0028219	5.9	2278
tt0028220	5.6	51
tt0028221	6.2	16
tt0028222	7.2	13
tt0028223	6.8	12
tt0028224	7.0	19
tt0028225	6.7	154
tt0028227	6.2	166
tt0028231	6.5	8357
tt0028232	5.6	35
tt0028233	6.2	111
tt0028234	6.6	13
tt0028237	6.7	116
tt0028238	5.7	32
tt0028240	6.7	358
tt0028241	4.5	262
tt0028243	5.7	175
tt0028244	6.3	12
tt0028245	5.9	129
tt0028246	6.1	69
tt0028247	7.2	35
tt0028248	4.3	36
tt0028249	7.4	3299
tt0028250	6.1	86
tt0028251	7.2	29
tt0028252	6.7	21
tt0028254	6.1	104
tt0028255	5.9	125
tt0028256	5.9	123
tt0028257	6.4	150
tt0028258	6.2	71
tt0028259	6.4	33
tt0028260	5.9	181
tt0028264	8.5	10
tt0028267	7.5	508
tt0028268	4.8	37
tt0028269	6.6	889
tt0028270	6.4	276
tt0028271	5.8	14
tt0028272	6.1	372
tt0028273	6.3	49
tt0028274	6.6	95
tt0028275	6.3	1357
tt0028276	6.0	36
tt0028277	7.6	610
tt0028278	7.6	8
tt0028279	6.4	173
tt0028280	5.8	39
tt0028281	6.4	69
tt0028282	6.4	391
tt0028283	5.0	160
tt0028284	5.9	129
tt0028285	5.9	21
tt0028286	5.8	229
tt0028287	6.9	9
tt0028288	6.6	77
tt0028289	5.5	17
tt0028290	6.0	140
tt0028291	5.7	482
tt0028292	5.4	66
tt0028294	7.0	234
tt0028296	7.0	224
tt0028297	5.4	20
tt0028298	4.7	20
tt0028299	6.3	39
tt0028300	6.6	25
tt0028301	4.4	47
tt0028302	6.8	93
tt0028303	3.5	15
tt0028304	5.7	12
tt0028305	5.5	314
tt0028306	6.7	79
tt0028307	6.2	35
tt0028308	5.8	32
tt0028309	6.4	9
tt0028310	6.3	566
tt0028311	5.9	71
tt0028312	6.3	74
tt0028313	7.3	2751
tt0028314	5.0	9
tt0028315	7.1	1346
tt0028316	5.9	14
tt0028317	7.6	11
tt0028319	6.1	9
tt0028321	6.4	457
tt0028323	5.1	219
tt0028324	6.1	76
tt0028325	5.8	113
tt0028326	6.5	18
tt0028328	4.3	31
tt0028329	6.0	129
tt0028330	6.4	1444
tt0028331	5.9	930
tt0028332	6.0	14
tt0028333	7.5	13424
tt0028334	6.1	223
tt0028335	7.3	25
tt0028336	5.0	12
tt0028338	5.9	11
tt0028339	6.0	59
tt0028341	4.0	7
tt0028342	5.9	56
tt0028343	5.5	55
tt0028345	6.5	3337
tt0028346	3.7	8573
tt0028347	6.5	253
tt0028348	6.5	58
tt0028352	6.6	771
tt0028353	6.2	270
tt0028354	5.7	329
tt0028355	7.1	2493
tt0028356	7.4	2679
tt0028357	6.6	71
tt0028358	6.6	7873
tt0028359	6.3	145
tt0028360	6.0	125
tt0028362	5.8	13
tt0028363	6.2	19
tt0028364	6.1	23
tt0028365	6.3	1012
tt0028366	6.5	22
tt0028367	7.3	744
tt0028368	7.1	1507
tt0028369	6.7	13
tt0028370	7.2	17
tt0028371	6.7	489
tt0028372	6.5	146
tt0028373	6.6	1380
tt0028375	6.0	116
tt0028376	5.9	123
tt0028377	6.6	191
tt0028378	7.5	2337
tt0028380	6.4	103
tt0028381	6.9	54
tt0028382	5.4	27
tt0028383	6.0	173
tt0028384	6.9	22
tt0028386	6.8	15
tt0028387	6.3	25
tt0028388	6.4	117
tt0028389	6.9	332
tt0028390	6.7	1315
tt0028391	6.0	67
tt0028392	6.3	17
tt0028393	5.4	50
tt0028395	6.5	78
tt0028396	5.9	33
tt0028398	5.8	194
tt0028399	5.5	173
tt0028400	6.6	193
tt0028401	6.8	1212
tt0028402	5.5	99
tt0028403	5.6	142
tt0028404	5.5	36
tt0028405	5.7	301
tt0028406	6.9	40
tt0028407	5.5	103
tt0028409	6.2	16
tt0028412	5.0	34
tt0028413	6.8	220
tt0028416	6.5	467
tt0028417	6.0	51
tt0028419	7.0	28
tt0028420	6.6	649
tt0028422	6.2	41
tt0028423	5.6	66
tt0028425	5.6	37
tt0028426	6.1	585
tt0028428	5.8	85
tt0028429	7.2	119
tt0028430	6.3	29
tt0028431	6.0	70
tt0028432	6.4	75
tt0028433	6.3	259
tt0028436	7.0	981
tt0028438	6.8	286
tt0028439	6.3	37
tt0028440	6.5	23
tt0028441	5.0	83
tt0028442	6.5	443
tt0028443	6.4	59
tt0028444	4.7	578
tt0028445	7.6	6374
tt0028446	6.3	92
tt0028447	6.6	472
tt0028448	4.8	24
tt0028451	5.5	30
tt0028452	6.2	32
tt0028454	6.3	169
tt0028455	6.4	209
tt0028456	5.9	34
tt0028457	6.2	73
tt0028458	7.4	9
tt0028461	6.1	26
tt0028464	5.9	270
tt0028466	6.1	91
tt0028467	6.6	181
tt0028468	5.7	36
tt0028469	6.8	281
tt0028471	6.8	231
tt0028472	7.0	14
tt0028473	7.0	109
tt0028478	6.6	2648
tt0028479	6.5	270
tt0028480	6.9	120
tt0028481	6.0	204
tt0028482	5.5	129
tt0028483	5.5	120
tt0028484	6.6	167
tt0028486	6.2	638
tt0028487	6.5	8
tt0028490	7.2	49
tt0028491	5.8	46
tt0028492	5.3	134
tt0028493	7.0	225
tt0028494	5.4	128
tt0028495	6.1	43
tt0028496	6.4	320
tt0028498	6.3	57
tt0028499	6.6	388
tt0028500	5.7	15
tt0028501	6.0	58
tt0028502	6.3	24
tt0028503	5.3	24
tt0028504	7.0	531
tt0028505	7.0	3415
tt0028506	5.7	37
tt0028507	5.6	23
tt0028508	5.1	53
tt0028509	6.6	400
tt0028510	6.0	1012
tt0028511	6.2	421
tt0028512	6.3	70
tt0028513	6.0	162
tt0028514	6.4	37
tt0028515	6.3	21
tt0028517	6.5	789
tt0028518	6.4	18
tt0028519	6.1	71
tt0028521	5.2	107
tt0028522	5.6	169
tt0028523	5.4	140
tt0028524	6.5	18
tt0028525	6.4	54
tt0028526	6.1	140
tt0028527	6.5	169
tt0028528	6.4	29
tt0028533	5.2	199
tt0028534	5.1	128
tt0028537	7.1	15
tt0028538	5.8	6
tt0028540	5.1	52
tt0028541	5.7	51
tt0028542	5.7	20
tt0028543	5.5	21
tt0028544	7.0	29
tt0028545	6.5	31
tt0028548	5.8	17
tt0028550	6.2	39
tt0028552	6.3	20
tt0028553	3.8	54
tt0028554	5.9	111
tt0028555	6.4	462
tt0028556	6.6	28
tt0028557	5.5	207
tt0028558	7.0	206
tt0028559	6.3	280
tt0028560	5.6	9
tt0028564	5.6	237
tt0028566	6.5	571
tt0028567	6.8	189
tt0028568	5.1	175
tt0028571	5.7	13
tt0028573	6.2	27
tt0028574	5.1	54
tt0028575	7.2	2781
tt0028576	6.3	29
tt0028578	5.8	98
tt0028579	6.1	639
tt0028580	5.9	7
tt0028582	4.5	162
tt0028583	6.3	86
tt0028584	5.5	50
tt0028585	6.2	30
tt0028587	6.0	316
tt0028588	6.1	26
tt0028589	4.6	407
tt0028592	4.8	83
tt0028593	6.8	61
tt0028596	5.1	110
tt0028597	7.7	19345
tt0028599	6.3	359
tt0028600	7.0	533
tt0028601	5.7	109
tt0028603	6.0	270
tt0028604	5.8	64
tt0028606	7.1	12
tt0028607	5.3	286
tt0028611	7.4	18
tt0028612	6.9	44
tt0028613	7.3	16
tt0028614	5.8	51
tt0028615	5.4	101
tt0028616	6.7	248
tt0028617	6.7	14
tt0028618	6.0	194
tt0028620	6.8	243
tt0028621	2.7	11
tt0028622	6.8	144
tt0028623	6.2	198
tt0028624	6.7	634
tt0028625	5.4	12
tt0028626	7.1	28
tt0028627	5.7	30
tt0028628	6.4	589
tt0028629	5.8	191
tt0028630	7.3	34
tt0028631	5.8	59
tt0028632	7.5	318
tt0028634	5.6	90
tt0028635	6.2	58
tt0028636	7.1	20
tt0028637	5.1	184
tt0028638	5.4	44
tt0028639	6.1	91
tt0028640	3.6	35
tt0028641	6.4	20
tt0028642	5.4	22
tt0028644	6.5	71
tt0028645	5.2	81
tt0028646	5.7	242
tt0028647	6.6	38
tt0028648	5.4	59
tt0028649	5.9	102
tt0028650	6.9	208
tt0028651	6.1	161
tt0028653	5.7	914
tt0028654	6.8	16
tt0028655	6.7	27
